ROBO_ID,TEMP_DATE,TEMP_VALUE
1.0,19.03.2022,61.30434782608695
1.0,19.04.2022,61.21739130434783
1.0,19.05.2022,61.08695652173913
1.0,19.06.2022,65.08695652173913
1.0,19.07.2022,65.73913043478261
1.0,2.03.2022,65.56521739130434
1.0,2.04.2022,67.0
1.0,2.05.2022,61.0
1.0,2.06.2022,66.47826086956522
1.0,2.07.2022,68.3913043478261
1.0,20.02.2022,61.47826086956522
1.0,20.03.2022,59.56521739130435
1.0,20.04.2022,62.17391304347826
1.0,20.05.2022,60.391304347826086
1.0,20.06.2022,66.17391304347827
1.0,20.07.2022,66.43478260869566
1.0,21.02.2022,67.43478260869566
1.0,21.03.2022,63.56521739130435
1.0,21.04.2022,61.391304347826086
1.0,21.05.2022,61.95652173913044
1.0,21.06.2022,65.91304347826087
1.0,21.07.2022,66.6086956521739
1.0,22.02.2022,68.30434782608695
1.0,22.03.2022,64.43478260869566
1.0,22.04.2022,62.0
1.0,22.05.2022,63.04347826086956
1.0,22.06.2022,66.8695652173913
1.0,22.07.2022,67.43478260869566
1.0,23.02.2022,68.69565217391305
1.0,23.03.2022,65.0
1.0,23.04.2022,62.43478260869565
1.0,23.05.2022,65.56521739130434
1.0,23.06.2022,66.82608695652173
1.0,23.07.2022,67.3913043478261
1.0,24.02.2022,67.08695652173913
1.0,24.03.2022,65.08695652173913
1.0,24.04.2022,62.43478260869565
1.0,24.05.2022,66.0
1.0,24.06.2022,65.73913043478261
1.0,24.07.2022,66.5
1.0,25.02.2022,65.65217391304348
1.0,25.03.2022,65.47826086956522
1.0,25.04.2022,64.52173913043478
1.0,25.05.2022,67.21739130434783
1.0,25.06.2022,65.82608695652173
1.0,25.07.2022,68.33333333333333
1.0,26.02.2022,64.6086956521739
1.0,26.03.2022,65.56521739130434
1.0,26.04.2022,65.17391304347827
1.0,26.05.2022,67.52173913043478
1.0,26.06.2022,65.3913043478261
1.0,26.07.2022,69.08695652173913
1.0,27.02.2022,59.21739130434783
1.0,27.03.2022,59.26086956521739
1.0,27.04.2022,64.43478260869566
1.0,27.05.2022,67.21739130434783
1.0,27.06.2022,66.56521739130434
1.0,27.07.2022,69.04347826086956
1.0,28.02.2022,65.30434782608695
1.0,28.03.2022,65.91304347826087
1.0,28.04.2022,63.56521739130435
1.0,28.05.2022,66.1304347826087
1.0,28.06.2022,67.21739130434783
1.0,28.07.2022,67.45
1.0,29.03.2022,65.08695652173913
1.0,29.04.2022,62.95652173913044
1.0,29.05.2022,63.56521739130435
1.0,29.06.2022,67.30434782608695
1.0,3.03.2022,65.30434782608695
1.0,3.04.2022,62.69565217391305
1.0,3.05.2022,60.95652173913044
1.0,3.06.2022,67.17391304347827
1.0,3.07.2022,67.26086956521739
1.0,30.03.2022,66.47826086956522
1.0,30.04.2022,61.416666666666664
1.0,30.05.2022,64.82608695652173
1.0,30.06.2022,67.65217391304348
1.0,31.03.2022,65.26086956521739
1.0,31.05.2022,67.04347826086956
1.0,4.03.2022,66.1304347826087
1.0,4.04.2022,62.391304347826086
1.0,4.05.2022,59.17391304347826
1.0,4.06.2022,68.08695652173913
1.0,4.07.2022,64.52173913043478
1.0,5.03.2022,66.08695652173913
1.0,5.04.2022,64.65217391304348
1.0,5.05.2022,61.130434782608695
1.0,5.06.2022,66.82608695652173
1.0,5.07.2022,63.608695652173914
1.0,6.03.2022,60.30434782608695
1.0,6.04.2022,65.33333333333333
1.0,6.05.2022,62.130434782608695
1.0,6.06.2022,66.8695652173913
1.0,6.07.2022,64.17391304347827
1.0,7.03.2022,58.08695652173913
1.0,7.04.2022,65.63636363636364
1.0,7.05.2022,61.45
1.0,7.06.2022,66.1304347826087
1.0,7.07.2022,64.34782608695652
1.0,8.03.2022,57.391304347826086
1.0,8.04.2022,63.78260869565217
1.0,8.05.2022,61.333333333333336
1.0,8.06.2022,65.91304347826087
1.0,8.07.2022,64.30434782608695
1.0,9.03.2022,56.73913043478261
1.0,9.04.2022,65.52173913043478
1.0,9.05.2022,62.69565217391305
1.0,9.06.2022,66.26086956521739
1.0,9.07.2022,65.73913043478261
2.0,1.03.2022,56.78260869565217
2.0,1.04.2022,60.95652173913044
2.0,1.05.2022,53.0
2.0,1.06.2022,60.52173913043478
2.0,1.07.2022,65.91304347826087
2.0,10.03.2022,50.82608695652174
2.0,10.04.2022,55.08695652173913
2.0,10.05.2022,56.21739130434783
2.0,10.06.2022,65.73913043478261
2.0,10.07.2022,60.17391304347826
2.0,11.03.2022,49.21739130434783
2.0,11.04.2022,54.30434782608695
2.0,11.05.2022,57.47826086956522
2.0,11.06.2022,64.1304347826087
2.0,11.07.2022,60.65217391304348
2.0,12.03.2022,48.26086956521739
2.0,12.04.2022,54.21739130434783
2.0,12.05.2022,58.65217391304348
2.0,12.06.2022,59.869565217391305
2.0,12.07.2022,61.52173913043478
2.0,13.03.2022,48.130434782608695
2.0,13.04.2022,53.416666666666664
2.0,13.05.2022,60.04347826086956
2.0,13.06.2022,63.608695652173914
2.0,13.07.2022,60.91304347826087
2.0,14.02.2022,57.45454545454545
2.0,14.03.2022,54.65217391304348
2.0,14.04.2022,59.0
2.0,14.05.2022,61.05
2.0,14.06.2022,64.95652173913044
2.0,14.07.2022,60.30434782608695
2.0,15.02.2022,58.17391304347826
2.0,15.03.2022,55.30434782608695
2.0,15.04.2022,56.47826086956522
2.0,15.05.2022,58.333333333333336
2.0,15.06.2022,64.56521739130434
2.0,15.07.2022,61.21739130434783
2.0,16.02.2022,58.91304347826087
2.0,16.03.2022,54.47826086956522
2.0,16.04.2022,56.52173913043478
2.0,16.05.2022,61.0
2.0,16.06.2022,63.56521739130435
2.0,16.07.2022,61.869565217391305
2.0,17.02.2022,60.5
2.0,17.03.2022,56.30434782608695
2.0,17.04.2022,53.0
2.0,17.05.2022,61.26086956521739
2.0,17.06.2022,63.17391304347826
2.0,17.07.2022,61.47826086956522
2.0,18.02.2022,58.09090909090909
2.0,18.03.2022,52.78260869565217
2.0,18.04.2022,53.391304347826086
2.0,18.05.2022,56.78260869565217
2.0,18.06.2022,64.26086956521739
2.0,18.07.2022,63.91304347826087
2.0,19.02.2022,59.130434782608695
2.0,19.03.2022,51.82608695652174
2.0,19.04.2022,53.82608695652174
2.0,19.05.2022,55.30434782608695
2.0,19.06.2022,60.21739130434783
2.0,19.07.2022,62.91304347826087
2.0,2.03.2022,57.08695652173913
2.0,2.04.2022,59.47826086956522
2.0,2.05.2022,53.17391304347826
2.0,2.06.2022,63.56521739130435
2.0,2.07.2022,65.78260869565217
2.0,20.02.2022,53.869565217391305
2.0,20.03.2022,50.30434782608695
2.0,20.04.2022,55.26086956521739
2.0,20.05.2022,54.47826086956522
2.0,20.06.2022,63.82608695652174
2.0,20.07.2022,63.56521739130435
2.0,21.02.2022,59.91304347826087
2.0,21.03.2022,54.78260869565217
2.0,21.04.2022,54.82608695652174
2.0,21.05.2022,56.26086956521739
2.0,21.06.2022,63.82608695652174
2.0,21.07.2022,63.95652173913044
2.0,22.02.2022,61.34782608695652
2.0,22.03.2022,55.47826086956522
2.0,22.04.2022,55.78260869565217
2.0,22.05.2022,57.78260869565217
2.0,22.06.2022,65.1304347826087
2.0,22.07.2022,64.91304347826087
2.0,23.02.2022,61.391304347826086
2.0,23.03.2022,56.0
2.0,23.04.2022,55.0
2.0,23.05.2022,60.78260869565217
2.0,23.06.2022,65.0
2.0,23.07.2022,64.43478260869566
2.0,24.02.2022,58.869565217391305
2.0,24.03.2022,56.26086956521739
2.0,24.04.2022,55.17391304347826
2.0,24.05.2022,61.30434782608695
2.0,24.06.2022,63.04347826086956
2.0,24.07.2022,61.75
2.0,25.02.2022,57.21739130434783
2.0,25.03.2022,56.78260869565217
2.0,25.04.2022,58.47826086956522
2.0,25.05.2022,63.391304347826086
2.0,25.06.2022,63.34782608695652
2.0,25.07.2022,66.33333333333333
2.0,26.02.2022,56.0
2.0,26.03.2022,57.0
2.0,26.04.2022,59.08695652173913
2.0,26.05.2022,63.82608695652174
2.0,26.06.2022,60.26086956521739
2.0,26.07.2022,66.21739130434783
2.0,27.02.2022,51.17391304347826
2.0,27.03.2022,50.52173913043478
2.0,27.04.2022,58.34782608695652
2.0,27.05.2022,64.3913043478261
2.0,27.06.2022,63.47826086956522
2.0,27.07.2022,66.17391304347827
2.0,28.02.2022,57.34782608695652
2.0,28.03.2022,55.833333333333336
2.0,28.04.2022,56.869565217391305
2.0,28.05.2022,63.30434782608695
2.0,28.06.2022,63.91304347826087
2.0,28.07.2022,64.4
2.0,29.03.2022,58.81818181818182
2.0,29.04.2022,56.21739130434783
2.0,29.05.2022,59.69565217391305
2.0,29.06.2022,64.43478260869566
2.0,3.03.2022,56.391304347826086
2.0,3.04.2022,54.91304347826087
2.0,3.05.2022,52.608695652173914
2.0,3.06.2022,64.17391304347827
2.0,3.07.2022,62.43478260869565
2.0,30.03.2022,58.21739130434783
2.0,30.04.2022,54.416666666666664
2.0,30.05.2022,60.56521739130435
2.0,30.06.2022,64.82608695652173
2.0,31.03.2022,57.0
2.0,31.05.2022,62.21739130434783
2.0,4.03.2022,58.0
2.0,4.04.2022,54.0
2.0,4.05.2022,51.30434782608695
2.0,4.06.2022,65.26086956521739
2.0,4.07.2022,59.21739130434783
2.0,5.03.2022,58.21739130434783
2.0,5.04.2022,55.91304347826087
2.0,5.05.2022,54.04347826086956
2.0,5.06.2022,61.869565217391305
2.0,5.07.2022,61.130434782608695
2.0,6.03.2022,52.130434782608695
2.0,6.04.2022,56.5
2.0,6.05.2022,55.130434782608695
2.0,6.06.2022,64.30434782608695
2.0,6.07.2022,61.608695652173914
2.0,7.03.2022,49.608695652173914
2.0,7.04.2022,58.09090909090909
2.0,7.05.2022,54.5
2.0,7.06.2022,63.69565217391305
2.0,7.07.2022,61.65217391304348
2.0,8.03.2022,48.52173913043478
2.0,8.04.2022,55.69565217391305
2.0,8.05.2022,53.666666666666664
2.0,8.06.2022,63.56521739130435
2.0,8.07.2022,61.65217391304348
2.0,9.03.2022,47.43478260869565
2.0,9.04.2022,58.0
2.0,9.05.2022,55.869565217391305
2.0,9.06.2022,64.1304347826087
2.0,9.07.2022,62.30434782608695
3.0,1.03.2022,49.21739130434783
3.0,1.04.2022,52.52173913043478
3.0,1.05.2022,46.0
3.0,1.06.2022,50.47826086956522
3.0,1.07.2022,53.26086956521739
3.0,10.03.2022,43.130434782608695
3.0,10.04.2022,48.90909090909091
3.0,10.05.2022,47.26086956521739
3.0,10.06.2022,53.52173913043478
3.0,10.07.2022,50.391304347826086
3.0,11.03.2022,41.91304347826087
3.0,11.04.2022,46.47826086956522
3.0,11.05.2022,48.47826086956522
3.0,11.06.2022,52.21739130434783
3.0,11.07.2022,49.26086956521739
3.0,12.03.2022,41.869565217391305
3.0,12.04.2022,46.52173913043478
3.0,12.05.2022,49.26086956521739
3.0,12.06.2022,49.56521739130435
3.0,12.07.2022,50.52173913043478
3.0,13.03.2022,40.52173913043478
3.0,13.04.2022,45.666666666666664
3.0,13.05.2022,50.30434782608695
3.0,13.06.2022,51.95652173913044
3.0,13.07.2022,51.08695652173913
3.0,14.02.2022,50.90909090909091
3.0,14.03.2022,47.869565217391305
3.0,14.04.2022,49.54545454545455
3.0,14.05.2022,50.95
3.0,14.06.2022,53.34782608695652
3.0,14.07.2022,50.08695652173913
3.0,15.02.2022,51.608695652173914
3.0,15.03.2022,48.608695652173914
3.0,15.04.2022,47.56521739130435
3.0,15.05.2022,48.666666666666664
3.0,15.06.2022,52.34782608695652
3.0,15.07.2022,50.608695652173914
3.0,16.02.2022,50.5
3.0,16.03.2022,47.47826086956522
3.0,16.04.2022,47.608695652173914
3.0,16.05.2022,50.78260869565217
3.0,16.06.2022,51.30434782608695
3.0,16.07.2022,50.73913043478261
3.0,17.03.2022,49.130434782608695
3.0,17.04.2022,45.04347826086956
3.0,17.05.2022,51.26086956521739
3.0,17.06.2022,51.0
3.0,17.07.2022,49.56521739130435
3.0,18.02.2022,50.81818181818182
3.0,18.03.2022,46.56521739130435
3.0,18.04.2022,44.869565217391305
3.0,18.05.2022,47.34782608695652
3.0,18.06.2022,51.73913043478261
3.0,18.07.2022,51.130434782608695
3.0,19.02.2022,52.47826086956522
3.0,19.03.2022,45.78260869565217
3.0,19.04.2022,46.43478260869565
3.0,19.05.2022,46.34782608695652
3.0,19.06.2022,49.52173913043478
3.0,19.07.2022,50.130434782608695
3.0,2.03.2022,50.08695652173913
3.0,2.04.2022,51.21739130434783
3.0,2.05.2022,45.82608695652174
3.0,2.06.2022,51.73913043478261
3.0,2.07.2022,53.08695652173913
3.0,20.02.2022,46.17391304347826
3.0,20.03.2022,42.82608695652174
3.0,20.04.2022,47.30434782608695
3.0,20.05.2022,45.47826086956522
3.0,20.06.2022,51.608695652173914
3.0,20.07.2022,51.0
3.0,21.02.2022,52.17391304347826
3.0,21.03.2022,47.65217391304348
3.0,21.04.2022,45.166666666666664
3.0,21.05.2022,46.95652173913044
3.0,21.06.2022,51.69565217391305
3.0,21.07.2022,51.43478260869565
3.0,22.02.2022,52.416666666666664
3.0,22.03.2022,48.73913043478261
3.0,22.04.2022,49.36363636363637
3.0,22.05.2022,48.04347826086956
3.0,22.06.2022,52.391304347826086
3.0,22.07.2022,52.04347826086956
3.0,23.02.2022,53.81818181818182
3.0,23.03.2022,49.26086956521739
3.0,23.04.2022,47.34782608695652
3.0,23.05.2022,51.21739130434783
3.0,23.06.2022,52.17391304347826
3.0,23.07.2022,52.130434782608695
3.0,24.02.2022,51.73913043478261
3.0,24.03.2022,49.65217391304348
3.0,24.04.2022,46.82608695652174
3.0,24.05.2022,51.869565217391305
3.0,24.06.2022,50.21739130434783
3.0,24.07.2022,50.85
3.0,25.02.2022,50.130434782608695
3.0,25.03.2022,49.869565217391305
3.0,25.04.2022,49.26086956521739
3.0,25.05.2022,53.47826086956522
3.0,25.06.2022,50.52173913043478
3.0,25.07.2022,53.0
3.0,26.02.2022,48.95652173913044
3.0,26.03.2022,50.34782608695652
3.0,26.04.2022,50.130434782608695
3.0,26.05.2022,53.82608695652174
3.0,26.06.2022,50.0
3.0,26.07.2022,54.608695652173914
3.0,27.02.2022,42.95652173913044
3.0,27.03.2022,42.78260869565217
3.0,27.04.2022,49.52173913043478
3.0,27.05.2022,53.43478260869565
3.0,27.06.2022,50.869565217391305
3.0,27.07.2022,54.608695652173914
3.0,28.02.2022,49.608695652173914
3.0,28.03.2022,48.5
3.0,28.04.2022,48.34782608695652
3.0,28.05.2022,52.17391304347826
3.0,28.06.2022,51.69565217391305
3.0,28.07.2022,52.65
3.0,29.03.2022,51.36363636363637
3.0,29.04.2022,47.56521739130435
3.0,29.05.2022,48.78260869565217
3.0,29.06.2022,52.04347826086956
3.0,3.03.2022,49.75
3.0,3.04.2022,46.0
3.0,3.05.2022,45.608695652173914
3.0,3.06.2022,52.869565217391305
3.0,3.07.2022,51.30434782608695
3.0,30.03.2022,50.78260869565217
3.0,30.04.2022,46.5
3.0,30.05.2022,50.26086956521739
3.0,30.06.2022,52.21739130434783
3.0,31.03.2022,49.95652173913044
3.0,31.05.2022,52.56521739130435
3.0,4.03.2022,51.90909090909091
3.0,4.04.2022,46.869565217391305
3.0,4.05.2022,43.0
3.0,4.06.2022,54.08695652173913
3.0,4.07.2022,49.130434782608695
3.0,5.03.2022,50.65217391304348
3.0,5.04.2022,48.82608695652174
3.0,5.05.2022,45.65217391304348
3.0,5.06.2022,51.56521739130435
3.0,5.07.2022,48.56521739130435
3.0,6.03.2022,43.69565217391305
3.0,6.04.2022,49.333333333333336
3.0,6.05.2022,46.30434782608695
3.0,6.06.2022,52.56521739130435
3.0,6.07.2022,48.95652173913044
3.0,7.03.2022,41.47826086956522
3.0,7.04.2022,50.63636363636363
3.0,7.05.2022,45.85
3.0,7.06.2022,51.73913043478261
3.0,7.07.2022,48.608695652173914
3.0,8.03.2022,40.04347826086956
3.0,8.04.2022,48.73913043478261
3.0,8.05.2022,45.0
3.0,8.06.2022,51.65217391304348
3.0,8.07.2022,48.869565217391305
3.0,9.03.2022,39.65217391304348
3.0,9.04.2022,48.333333333333336
3.0,9.05.2022,46.43478260869565
3.0,9.06.2022,52.08695652173913
3.0,9.07.2022,50.391304347826086
4.0,1.03.2022,45.869565217391305
4.0,1.04.2022,50.72727272727273
4.0,1.05.2022,43.0
4.0,1.06.2022,48.95652173913044
4.0,1.07.2022,53.73913043478261
4.0,10.03.2022,40.43478260869565
4.0,10.04.2022,46.27272727272727
4.0,10.05.2022,45.30434782608695
4.0,10.06.2022,53.08695652173913
4.0,10.07.2022,48.47826086956522
4.0,11.03.2022,38.95652173913044
4.0,11.04.2022,43.608695652173914
4.0,11.05.2022,46.26086956521739
4.0,11.06.2022,51.82608695652174
4.0,11.07.2022,48.82608695652174
4.0,12.03.2022,38.26086956521739
4.0,12.04.2022,43.26086956521739
4.0,12.05.2022,47.30434782608695
4.0,12.06.2022,47.95652173913044
4.0,12.07.2022,49.21739130434783
4.0,13.03.2022,38.04347826086956
4.0,13.04.2022,42.75
4.0,13.05.2022,48.391304347826086
4.0,13.06.2022,51.21739130434783
4.0,13.07.2022,49.0
4.0,14.02.2022,46.09090909090909
4.0,14.03.2022,43.78260869565217
4.0,14.05.2022,49.2
4.0,14.06.2022,52.65217391304348
4.0,14.07.2022,48.34782608695652
4.0,15.02.2022,46.91304347826087
4.0,15.03.2022,44.47826086956522
4.0,15.04.2022,46.81818181818182
4.0,15.05.2022,47.333333333333336
4.0,15.06.2022,52.47826086956522
4.0,15.07.2022,49.26086956521739
4.0,16.02.2022,45.833333333333336
4.0,16.03.2022,43.65217391304348
4.0,16.04.2022,45.391304347826086
4.0,16.05.2022,49.43478260869565
4.0,16.06.2022,51.65217391304348
4.0,16.07.2022,50.04347826086956
4.0,17.03.2022,45.26086956521739
4.0,17.04.2022,42.130434782608695
4.0,17.05.2022,49.52173913043478
4.0,17.06.2022,51.130434782608695
4.0,17.07.2022,49.52173913043478
4.0,18.02.2022,46.45454545454545
4.0,18.03.2022,42.34782608695652
4.0,18.04.2022,42.56521739130435
4.0,18.05.2022,45.82608695652174
4.0,18.06.2022,51.91304347826087
4.0,18.07.2022,51.65217391304348
4.0,19.02.2022,47.608695652173914
4.0,19.03.2022,41.26086956521739
4.0,19.04.2022,42.73913043478261
4.0,19.05.2022,43.82608695652174
4.0,19.06.2022,48.78260869565217
4.0,19.07.2022,50.91304347826087
4.0,2.03.2022,46.130434782608695
4.0,2.04.2022,48.130434782608695
4.0,2.05.2022,42.69565217391305
4.0,2.06.2022,51.30434782608695
4.0,2.07.2022,53.52173913043478
4.0,20.02.2022,43.130434782608695
4.0,20.03.2022,40.26086956521739
4.0,20.04.2022,43.95652173913044
4.0,20.05.2022,43.130434782608695
4.0,20.06.2022,51.56521739130435
4.0,20.07.2022,51.391304347826086
4.0,21.02.2022,48.56521739130435
4.0,21.03.2022,44.0
4.0,21.04.2022,42.0
4.0,21.05.2022,44.869565217391305
4.0,21.06.2022,51.65217391304348
4.0,21.07.2022,51.69565217391305
4.0,22.02.2022,48.5
4.0,22.03.2022,44.78260869565217
4.0,22.04.2022,47.0
4.0,22.05.2022,46.08695652173913
4.0,22.06.2022,52.69565217391305
4.0,22.07.2022,52.43478260869565
4.0,23.02.2022,50.36363636363637
4.0,23.03.2022,45.21739130434783
4.0,23.04.2022,43.73913043478261
4.0,23.05.2022,49.21739130434783
4.0,23.06.2022,52.47826086956522
4.0,23.07.2022,52.130434782608695
4.0,24.02.2022,47.69565217391305
4.0,24.03.2022,45.391304347826086
4.0,24.04.2022,44.0
4.0,24.05.2022,49.608695652173914
4.0,24.06.2022,51.130434782608695
4.0,24.07.2022,49.85
4.0,25.02.2022,46.21739130434783
4.0,25.03.2022,45.78260869565217
4.0,25.04.2022,46.78260869565217
4.0,25.05.2022,51.391304347826086
4.0,25.06.2022,51.34782608695652
4.0,25.07.2022,54.0
4.0,26.02.2022,45.26086956521739
4.0,26.03.2022,46.0
4.0,26.04.2022,47.391304347826086
4.0,26.05.2022,51.65217391304348
4.0,26.06.2022,48.69565217391305
4.0,26.07.2022,53.73913043478261
4.0,27.02.2022,40.82608695652174
4.0,27.03.2022,39.82608695652174
4.0,27.04.2022,46.69565217391305
4.0,27.05.2022,52.21739130434783
4.0,27.06.2022,51.34782608695652
4.0,27.07.2022,53.52173913043478
4.0,28.02.2022,46.08695652173913
4.0,28.03.2022,44.666666666666664
4.0,28.04.2022,45.608695652173914
4.0,28.05.2022,51.608695652173914
4.0,28.06.2022,51.91304347826087
4.0,28.07.2022,52.2
4.0,29.03.2022,47.72727272727273
4.0,29.04.2022,44.95652173913044
4.0,29.05.2022,48.130434782608695
4.0,29.06.2022,52.34782608695652
4.0,3.03.2022,45.583333333333336
4.0,3.04.2022,43.73913043478261
4.0,3.05.2022,42.130434782608695
4.0,3.06.2022,52.130434782608695
4.0,3.07.2022,50.52173913043478
4.0,30.03.2022,47.08695652173913
4.0,30.04.2022,43.416666666666664
4.0,30.05.2022,48.91304347826087
4.0,30.06.2022,52.608695652173914
4.0,31.03.2022,44.333333333333336
4.0,31.05.2022,50.04347826086956
4.0,4.03.2022,48.18181818181818
4.0,4.04.2022,43.26086956521739
4.0,4.05.2022,40.52173913043478
4.0,4.06.2022,53.04347826086956
4.0,4.07.2022,48.43478260869565
4.0,5.03.2022,46.91304347826087
4.0,5.04.2022,45.21739130434783
4.0,5.05.2022,42.91304347826087
4.0,5.06.2022,49.95652173913044
4.0,5.07.2022,49.26086956521739
4.0,6.03.2022,41.391304347826086
4.0,6.04.2022,45.75
4.0,6.05.2022,43.82608695652174
4.0,6.06.2022,52.17391304347826
4.0,6.07.2022,49.65217391304348
4.0,7.03.2022,39.30434782608695
4.0,7.04.2022,47.0
4.0,7.05.2022,43.45
4.0,7.06.2022,51.34782608695652
4.0,7.07.2022,49.52173913043478
4.0,8.03.2022,38.391304347826086
4.0,8.04.2022,45.0
4.0,8.05.2022,43.333333333333336
4.0,8.06.2022,51.26086956521739
4.0,8.07.2022,49.52173913043478
4.0,9.03.2022,37.34782608695652
4.0,9.04.2022,44.416666666666664
4.0,9.05.2022,44.82608695652174
4.0,9.06.2022,51.65217391304348
4.0,9.07.2022,50.17391304347826
5.0,1.03.2022,62.82608695652174
5.0,1.04.2022,66.43478260869566
5.0,1.05.2022,59.0
5.0,1.06.2022,63.130434782608695
5.0,1.07.2022,66.6086956521739
5.0,10.03.2022,56.869565217391305
5.0,10.04.2022,61.72727272727273
5.0,10.05.2022,60.47826086956522
5.0,10.06.2022,66.65217391304348
5.0,10.07.2022,64.04347826086956
5.0,11.03.2022,56.95652173913044
5.0,11.04.2022,59.608695652173914
5.0,11.05.2022,61.30434782608695
5.0,11.06.2022,65.1304347826087
5.0,11.07.2022,62.47826086956522
5.0,12.03.2022,56.91304347826087
5.0,12.04.2022,60.21739130434783
5.0,12.05.2022,62.21739130434783
5.0,12.06.2022,62.869565217391305
5.0,12.07.2022,63.34782608695652
5.0,13.03.2022,56.0
5.0,13.04.2022,60.78260869565217
5.0,13.05.2022,62.69565217391305
5.0,13.06.2022,65.0
5.0,13.07.2022,64.34782608695652
5.0,14.02.2022,63.65217391304348
5.0,14.03.2022,62.26086956521739
5.0,14.04.2022,60.869565217391305
5.0,14.05.2022,63.45
5.0,14.06.2022,66.08695652173913
5.0,14.07.2022,63.82608695652174
5.0,15.02.2022,64.47826086956522
5.0,15.03.2022,62.73913043478261
5.0,15.04.2022,60.91304347826087
5.0,15.05.2022,61.333333333333336
5.0,15.06.2022,65.3913043478261
5.0,15.07.2022,64.17391304347827
5.0,16.02.2022,64.3913043478261
5.0,16.03.2022,61.95652173913044
5.0,16.04.2022,61.08695652173913
5.0,16.05.2022,63.34782608695652
5.0,16.06.2022,64.52173913043478
5.0,16.07.2022,64.3913043478261
5.0,17.02.2022,65.17391304347827
5.0,17.03.2022,63.34782608695652
5.0,17.04.2022,58.43478260869565
5.0,17.05.2022,63.82608695652174
5.0,17.06.2022,64.30434782608695
5.0,17.07.2022,62.47826086956522
5.0,18.02.2022,64.6086956521739
5.0,18.03.2022,60.91304347826087
5.0,18.04.2022,58.65217391304348
5.0,18.05.2022,60.82608695652174
5.0,18.06.2022,65.04347826086956
5.0,18.07.2022,64.52173913043478
5.0,19.02.2022,64.8695652173913
5.0,19.03.2022,60.34782608695652
5.0,19.04.2022,59.82608695652174
5.0,19.05.2022,59.82608695652174
5.0,19.06.2022,62.82608695652174
5.0,19.07.2022,63.78260869565217
5.0,2.03.2022,63.78260869565217
5.0,2.04.2022,65.08695652173913
5.0,2.05.2022,58.91304347826087
5.0,2.06.2022,64.30434782608695
5.0,2.07.2022,66.3913043478261
5.0,20.02.2022,60.08695652173913
5.0,20.03.2022,57.52173913043478
5.0,20.04.2022,60.43478260869565
5.0,20.05.2022,59.0
5.0,20.06.2022,64.82608695652173
5.0,20.07.2022,64.26086956521739
5.0,21.02.2022,65.8695652173913
5.0,21.03.2022,61.82608695652174
5.0,21.04.2022,59.95652173913044
5.0,21.05.2022,60.04347826086956
5.0,21.06.2022,64.78260869565217
5.0,21.07.2022,64.65217391304348
5.0,22.02.2022,67.0
5.0,22.03.2022,62.69565217391305
5.0,22.04.2022,60.73913043478261
5.0,22.05.2022,61.08695652173913
5.0,22.06.2022,65.82608695652173
5.0,22.07.2022,65.43478260869566
5.0,23.02.2022,67.34782608695652
5.0,23.03.2022,63.26086956521739
5.0,23.04.2022,60.26086956521739
5.0,23.05.2022,63.82608695652174
5.0,23.06.2022,65.78260869565217
5.0,23.07.2022,65.34782608695652
5.0,24.02.2022,65.21739130434783
