ROBO_ID;REG_DATE;JT1;JT2;JT3;JT4;JT5;JT6;JT7;JT8
1;21.03.2022;3,4;14;5,9;2,1;4,9;1,4;1,8;0
1;22.03.2022;3,4;14;5,9;2,1;4,9;1,4;1,8;0
1;23.03.2022;3,4;14;5,9;2,1;5;1,5;1,8;0
1;24.03.2022;3,3;14;5,9;2,1;4,9;1,4;1,7;0
1;25.03.2022;3,3;13,9;5,9;2,1;4,9;1,5;1,8;0
1;26.03.2022;3,3;14;6;2,1;4,9;1,4;1,8;0,1
1;27.03.2022;3,4;14,1;5,9;2,3;4,9;1,2;1,8;0
1;28.03.2022;3,4;13,9;5,9;2,1;4,9;1,6;1,8;0
1;29.03.2022;3,4;14;5,9;2,1;4,9;1,3;1,8;0,1
1;30.03.2022;3,3;14;6;2,1;4,9;1,5;1,8;0
1;31.03.2022;3,3;14;5,9;2,1;4,9;1,3;1,7;0
1;1.04.2022;3,4;14;5,9;2;5;2,1;1,7;0,1
1;2.04.2022;3,4;14;5,9;2;4,9;1,3;1,8;0,1
1;3.04.2022;3,4;14;5,9;2,2;4,9;1,2;1,8;0
1;4.04.2022;3,4;14,1;5,9;2,1;4,9;1,2;1,8;0
1;5.04.2022;3,3;14;5,9;2,1;4,9;1,3;1,8;0,1
1;6.04.2022;3,4;14;5,9;2;4,9;1,3;1,8;0
1;8.04.2022;3,4;14,1;5,9;2,1;4,9;1,2;1,8;0
1;9.04.2022;3,3;14;5,9;2,1;4,9;1,2;1,7;0
1;10.04.2022;3,3;14;6;2;4,9;1,5;1,8;0,1
1;11.04.2022;3,3;14,1;5,9;2,1;4,9;1,2;1,7;0,1
1;12.04.2022;3,3;14;5,9;2,1;4,9;1,3;1,7;0,1
1;13.04.2022;3,3;14;5,9;2;4,9;1,2;1,8;0
1;15.04.2022;3,4;14;5,9;2;4,9;1,2;1,7;0
1;16.04.2022;3,4;14,1;5,9;2;4,9;1,2;1,7;0,1
1;17.04.2022;3,3;14;5,9;2;4,9;1,3;1,7;0
1;18.04.2022;3,3;14,2;5,9;2,1;4,9;1,2;1,8;0
1;19.04.2022;3,3;14,3;5,9;2;4,9;1,2;1,8;0
1;20.04.2022;3,4;14,7;5,9;2,1;4,9;1,2;1,7;0,1
1;21.04.2022;3,3;15,6;5,9;2;4,9;1,2;1,8;0
1;22.04.2022;3,4;15,9;5,9;2;4,9;1,2;1,8;0,1
1;5.05.2022;3,4;19;5,9;2;4,9;1,3;1,8;0
1;6.05.2022;3,4;19,1;5,9;2;4,9;1,2;1,8;0,1
1;12.05.2022;3,4;20,1;5,9;2;5;1,9;1,8;0
1;11.05.2022;3,4;19,6;5,9;2;5;1,6;1,8;0,1
1;19.05.2022;3,4;22,7;5,9;2;5;1,5;1,8;0,1
1;20.05.2022;3,4;22,2;5,8;2,3;4,9;1,2;1,8;0
1;21.05.2022;3,4;22,3;5,8;2,2;4,9;1,1;1,8;0,1
1;22.05.2022;3,4;22,4;5,9;2;5;1,1;1,7;0
1;23.05.2022;3,4;22,8;5,9;2;5;1,4;1,8;0
1;27.05.2022;3,4;22,7;5,9;2;5;1,5;1,8;0
1;28.05.2022;3,4;22,8;5,9;2;5;1,6;1,8;0
1;29.05.2022;3,4;22,6;5,9;2;5;1,4;1,7;0
1;30.05.2022;3,4;22,6;5,9;2;5;1,4;1,7;0
1;31.05.2022;3,4;22,2;5,8;2,1;4,9;1,1;1,8;0,1
1;1.06.2022;3,4;22,4;5,8;2,1;4,9;1,1;1,8;0
1;2.06.2022;3,4;22,8;5,9;2;5;1,4;1,8;0
1;3.06.2022;3,4;22,8;5,9;2;5;1,4;1,8;0,1
1;4.06.2022;3,4;22,9;5,9;2;5;1,5;1,8;0
1;5.06.2022;3,4;22,3;5,9;2,1;4,9;1,1;1,8;0
1;6.06.2022;3,4;22,8;5,9;2;5;1,4;1,8;0
1;7.06.2022;3,4;22,6;5,9;2;5;1,1;1,8;0,1
1;8.06.2022;3,4;22,8;5,9;2;5;1,2;1,7;0
1;9.06.2022;3,4;22,7;5,9;1,9;5;1,4;1,7;0
1;10.06.2022;3,4;22,7;5,9;2;5;1,4;1,7;0
1;11.06.2022;3,4;22,7;5,9;2;5;1,1;1,8;0
1;12.06.2022;3,4;22,4;5,9;2,1;4,9;1,1;1,7;0
1;13.06.2022;3,4;22,7;5,9;1,9;5;1,4;1,8;0
1;14.06.2022;3,3;14,3;6;2;4,9;1,5;1,7;0
1;15.06.2022;3,4;14,3;6;2;4,9;1,2;1,8;0
1;16.06.2022;3,3;14,4;5,9;2;4,9;1,1;1,8;0
1;17.06.2022;3,4;14,4;6;2;4,9;1,1;1,8;0,1
1;18.06.2022;3,3;14,5;6;2;4,9;1,2;1,7;0,1
1;19.06.2022;3,3;14,6;5,9;2,1;4,9;1,1;1,8;0
1;20.06.2022;3,3;14,6;6;2;4,9;1,2;1,8;0
1;21.06.2022;3,4;14,8;6;2;4,9;1,2;1,8;0
1;22.06.2022;3,3;15,1;6;2;5;1,4;1,8;0
1;23.06.2022;3,3;15,3;6;2;5;1,3;1,7;0
1;24.06.2022;3,3;15,5;6;2;4,9;1,1;1,7;0,1
1;25.06.2022;3,3;15,7;5,9;2;4,9;1,2;1,8;0,1
1;26.06.2022;3,3;15,6;5,9;2,1;4,9;1,1;1,8;0
1;27.06.2022;3,3;15,8;5,9;2;4,9;1,1;1,7;0
1;28.06.2022;3,4;16,1;6;2;4,9;1,2;1,7;0
1;29.06.2022;3,3;16,2;6;1,9;4,9;1,2;1,7;0
1;30.06.2022;3,4;16,4;5,9;1,9;5;1,3;1,8;0
1;1.07.2022;3,3;16,7;6;2;5;1,3;1,7;0,1
1;2.07.2022;3,3;16,8;6;2;4,9;1,3;1,8;0
1;3.07.2022;3,3;16,8;6;2;4,9;1,3;1,8;0
1;4.07.2022;3,3;16,8;6;2;4,9;1,3;1,8;0
1;5.07.2022;3,3;16,8;6;2;4,9;1,3;1,8;0
1;6.07.2022;3,3;16,8;6;2;4,9;1,3;1,8;0
1;7.07.2022;3,3;16,8;6;2;4,9;1,3;1,8;0
1;8.07.2022;3,3;16,8;6;2;4,9;1,3;1,8;0
1;9.07.2022;1,3;17,3;6,2;1,7;3,7;0,9;0,9;0
1;10.07.2022;1,3;17,3;6,2;1,7;3,7;0,9;0,9;0
1;11.07.2022;2;15,8;4,9;1,9;4,5;0,9;1,3;0
1;12.07.2022;2;15,8;4,9;1,9;4,5;0,9;1,3;0
1;13.07.2022;2;15,8;4,9;1,9;4,5;0,9;1,3;0
1;14.07.2022;3,4;16,7;5,9;2,1;4,9;1,1;1,8;0
1;15.07.2022;3,4;16,7;5,9;2,1;4,9;1,1;1,8;0
1;16.07.2022;3,4;16,8;5,9;2;4,9;1,2;1,8;0,1
1;17.07.2022;3,4;16,8;5,9;2;4,9;1,2;1,8;0,1
1;18.07.2022;3,4;16,9;6;2;4,9;1,2;1,7;0
1;19.07.2022;3,3;17;6;2;4,9;1,1;1,8;0,1
1;20.07.2022;3,4;17,2;6;2;4,9;1,1;1,8;0
1;21.07.2022;3,4;17,4;6;2;5;1,3;1,7;0
1;22.07.2022;3,4;17,6;6;2;4,9;1,2;1,7;0,1
1;24.07.2022;3,4;17,5;5,9;2,1;4,9;1,1;1,8;0
1;26.07.2022;3,4;18;6;2;5;1,4;1,7;0
1;27.07.2022;3,4;18,1;6;2;5;1,4;1,7;0,1
1;23.07.2022;3,4;17,7;6;2;5;1,3;1,8;0
1;28.07.2022;3,4;18,2;6;2;5;1,2;1,7;0
2;20.01.2022;3,1;13,5;6,3;1,7;4,6;1,2;1,8;0
2;30.04.2022;3,1;13,9;6,3;1,8;4,5;1,2;1,8;0
2;29.04.2022;3,1;13,9;6,3;1,7;4,6;1,2;1,8;0,1
2;28.04.2022;3,1;13,8;6,3;1,8;4,6;1,2;1,8;0,1
2;27.04.2022;3,1;13,8;6,4;1,8;4,6;1,2;1,8;0
2;26.04.2022;3,1;13,8;6,3;1,7;4,6;1,2;1,8;0,1
2;25.04.2022;3,1;13,8;6,4;1,8;4,6;1,2;1,8;0
2;7.05.2022;3,1;14,2;6,3;1,7;4,6;1,2;1,9;0
2;9.05.2022;3,1;14,2;6,3;1,7;4,6;1,2;1,8;0
2;10.05.2022;3,1;14,2;6,4;1,7;4,6;1,2;1,9;0
2;18.05.2022;3,2;14,2;6,4;1,7;4,6;1,2;1,8;0,1
2;24.04.2022;3,1;13,6;6,3;1,7;4,6;1,2;1,8;0
2;23.04.2022;3,1;13,6;6,3;1,7;4,6;1,2;1,8;0
2;2.05.2022;3,1;13,8;6,3;1,8;4,5;1,2;1,8;0
2;3.05.2022;3,1;13,8;6,3;1,8;4,5;1,2;1,8;0
2;4.05.2022;3,1;14,1;6,2;1,9;4,6;1,3;1,8;0
2;16.05.2022;3,2;14,2;6,4;1,7;4,7;1,2;1,8;0
2;17.05.2022;3,2;14,2;6,4;1,7;4,7;1,2;1,8;0
2;13.05.2022;3,1;14,2;6,4;1,7;4,7;1,2;1,9;0,1
2;14.05.2022;3,2;14,2;6,4;1,7;4,6;1,2;1,8;0
2;15.02.2022;3,1;13,4;6,4;1,7;4,6;1,2;1,9;0
2;16.02.2022;3;13,3;6,3;1,7;4,6;1,2;1,8;0
2;17.02.2022;3,1;13,3;6,3;1,7;4,6;1,1;1,8;0,1
2;19.02.2022;3,1;13,4;6,3;1,7;4,6;1,2;1,8;0
2;21.02.2022;3,1;13,4;6,4;1,7;4,6;1,2;1,9;0
2;20.02.2022;3,1;13,3;6,3;1,7;4,6;1,2;1,8;0,1
2;22.02.2022;3,1;13,3;6,4;1,7;4,6;1,1;1,8;0
2;23.02.2022;3,1;13,3;6,4;1,7;4,6;1,1;1,8;0
2;24.02.2022;3,1;13,3;6,4;1,7;4,6;1,1;1,8;0
2;25.02.2022;3,1;13,3;6,4;1,7;4,6;1,2;1,8;0
2;24.05.2022;3,2;14,2;6,4;1,7;4,7;1,2;1,8;0,1
2;25.05.2022;3,2;14,2;6,4;1,7;4,7;1,2;1,8;0,1
2;26.05.2022;3,2;14,2;6,4;1,7;4,6;1,2;1,8;0
2;26.02.2022;3,1;13,5;6,3;1,7;4,6;1,2;1,8;0
2;27.02.2022;3,1;13,4;6,3;1,7;4,6;1,1;1,8;0
2;28.02.2022;3,1;13,4;6,4;1,7;4,6;1,2;1,8;0
2;1.03.2022;3,1;13,5;6,4;1,7;4,6;1,2;1,8;0
2;2.03.2022;3,1;13,5;6,3;1,7;4,6;1,2;1,8;0,1
2;3.03.2022;3,1;13,4;6,4;1,7;4,6;1,2;1,8;0
2;4.03.2022;3,1;13,5;6,3;1,7;4,6;1,2;1,8;0
2;5.03.2022;3,1;13,4;6,3;1,7;4,6;1,2;1,8;0
2;6.03.2022;3,1;13,3;6,3;1,8;4,6;1,2;1,8;0
2;7.03.2022;3,1;13,3;6,3;1,8;4,6;1,2;1,8;0
2;8.03.2022;3,1;13,3;6,3;1,8;4,6;1,2;1,8;0
2;9.03.2022;3,1;13,3;6,3;1,8;4,6;1,2;1,8;0
2;10.03.2022;3,2;13,5;6,2;2,3;4,7;1,5;1,8;0
2;11.03.2022;3,2;13,5;6,2;2,3;4,7;1,5;1,8;0
2;12.03.2022;3,1;13,6;6,3;2,1;4,6;1,4;1,8;0
2;13.03.2022;3,1;13,6;6,4;2;4,6;1,3;1,9;0
2;14.03.2022;3,1;13,6;6,4;1,9;4,6;1,3;1,8;0
2;15.03.2022;3,1;13,5;6,4;1,9;4,6;1,3;1,8;0
2;16.03.2022;3,2;13,5;6,4;1,9;4,6;1,3;1,8;0
2;17.03.2022;3,1;13,5;6,4;1,9;4,6;1,3;1,8;0
2;18.03.2022;3,1;13,6;6,3;1,9;4,6;1,3;1,8;0,1
2;19.03.2022;3,1;13,6;6,3;1,9;4,6;1,3;1,8;0,1
2;20.03.2022;3,1;13,6;6,3;1,8;4,6;1,3;1,8;0
2;21.03.2022;3,1;13,6;6,4;1,8;4,6;1,3;1,8;0
2;22.03.2022;3,1;13,6;6,3;1,8;4,6;1,3;1,8;0,1
2;23.03.2022;3,1;13,6;6,4;1,8;4,6;1,3;1,8;0
2;24.03.2022;3,1;13,6;6,3;1,8;4,6;1,3;1,8;0,1
2;25.03.2022;3,1;13,6;6,3;1,8;4,6;1,3;1,8;0
2;26.03.2022;3,1;13,6;6,4;1,8;4,6;1,3;1,8;0
2;27.03.2022;3,1;13,5;6,2;2,1;4,6;1,4;1,8;0,1
2;28.03.2022;3,1;13,5;6,4;1,8;4,6;1,3;1,9;0
2;30.03.2022;3,1;13,5;6,3;1,8;4,6;1,3;1,8;0
2;31.03.2022;3,1;13,6;6,4;1,8;4,6;1,3;1,9;0
2;1.04.2022;3,1;13,5;6,3;1,8;4,6;1,2;1,8;0,1
2;2.04.2022;3,1;13,5;6,3;1,8;4,6;1,2;1,9;0
2;3.04.2022;3,1;13,5;6,2;2;4,6;1,3;1,9;0,1
2;4.04.2022;3,1;13,6;6,4;1,8;4,6;1,3;1,8;0
2;5.04.2022;3,1;13,6;6,3;1,8;4,6;1,3;1,8;0
2;6.04.2022;3,1;13,6;6,4;1,8;4,6;1,2;1,8;0
2;8.04.2022;5;14,5;6,1;1,2;4,1;1,9;1,1;0
2;9.04.2022;3,1;13,6;6,3;1,7;4,6;1,2;1,8;0
2;10.04.2022;3,1;13,6;6,3;1,8;4,6;1,2;1,8;0
2;11.04.2022;3,1;13,6;6,3;1,8;4,6;1,2;1,9;0
2;12.04.2022;3,1;13,6;6,4;1,8;4,6;1,2;1,8;0
2;13.04.2022;3,1;13,6;6,4;1,8;4,6;1,2;1,8;0,1
2;15.04.2022;3,1;13,6;6,3;1,8;4,6;1,2;1,8;0
2;16.04.2022;3,1;13,6;6,4;1,8;4,6;1,2;1,8;0
2;17.04.2022;3,1;13,6;6,3;1,8;4,6;1,2;1,8;0
2;18.04.2022;3,1;13,7;6,4;1,8;4,6;1,2;1,8;0
2;19.04.2022;3,1;13,7;6,3;1,8;4,6;1,2;1,9;0
2;20.04.2022;3,1;13,7;6,3;1,8;4,6;1,3;1,9;0,1
2;21.04.2022;3,1;13,7;6,3;1,8;4,6;1,2;1,9;0
2;22.04.2022;3,1;13,7;6,3;1,8;4,6;1,2;1,9;0,1
2;5.05.2022;3,1;14,1;6,3;1,7;4,6;1,2;1,8;0
2;6.05.2022;3,1;14,1;6,4;1,7;4,5;1,2;1,8;0
2;12.05.2022;3,1;14,1;6,4;1,7;4,6;1,2;1,9;0
2;11.05.2022;3,1;14,2;6,3;1,7;4,6;1,2;1,8;0
2;19.05.2022;3,2;14,2;6,4;1,7;4,6;1,2;1,8;0,1
2;20.05.2022;3,2;14,2;6,2;2;4,6;1,4;1,8;0
2;21.05.2022;3,2;14,2;6,2;1,9;4,6;1,3;1,8;0
2;22.05.2022;3,2;14,2;6,3;1,8;4,6;1,2;1,8;0
2;23.05.2022;3,2;14,3;6,4;1,7;4,6;1,2;1,8;0
2;27.05.2022;3,2;14,2;6,4;1,7;4,6;1,2;1,8;0
2;28.05.2022;3,2;14,2;6,3;1,7;4,6;1,2;1,8;0
2;29.05.2022;3,2;14,2;6,3;1,7;4,6;1,2;1,7;0,1
2;30.05.2022;3,2;14,2;6,3;1,7;4,6;1,2;1,7;0,1
2;31.05.2022;3,2;14,2;6,2;1,8;4,6;1,2;1,8;0,1
2;1.06.2022;3,2;14,2;6,3;1,8;4,6;1,2;1,8;0
2;2.06.2022;3,2;14,2;6,4;1,7;4,6;1,2;1,8;0
2;3.06.2022;3,2;14,3;6,4;1,7;4,6;1,2;1,8;0
2;4.06.2022;3,2;14,2;6,4;1,7;4,6;1,2;1,8;0
2;5.06.2022;3,2;14,1;6,3;1,8;4,6;1,2;1,8;0
2;6.06.2022;3,2;14,3;6,3;1,7;4,6;1,2;1,8;0
2;7.06.2022;3,2;14,2;6,4;1,7;4,6;1,2;1,8;0
2;8.06.2022;3,1;14,3;6,3;1,7;4,6;1,2;1,7;0
2;9.06.2022;3,1;14,3;6,3;1,7;4,6;1,2;1,8;0
2;10.06.2022;3,1;14,2;6,3;1,7;4,6;1,2;1,7;0
2;11.06.2022;3,2;14,3;6,3;1,7;4,6;1,2;1,8;0,1
2;12.06.2022;3,2;14,2;6,3;1,8;4,6;1,2;1,7;0
2;13.06.2022;3,2;14,3;6,4;1,7;4,6;1,2;1,8;0,1
2;14.06.2022;3,2;14,3;6,4;1,7;4,6;1,2;1,8;0
2;15.06.2022;3,2;14,2;6,3;1,7;4,6;1,2;1,8;0
2;16.06.2022;3,1;14,3;6,3;1,7;4,6;1,2;1,8;0
2;17.06.2022;3,2;14,3;6,3;1,7;4,6;1,2;1,8;0
2;18.06.2022;3,2;14,3;6,3;1,7;4,6;1,2;1,8;0,1
2;19.06.2022;3,1;14,2;6,2;1,8;4,5;1,2;1,8;0,1
2;20.06.2022;3,2;14,3;6,4;1,7;4,6;1,2;1,8;0,1
2;21.06.2022;3,2;14,3;6,4;1,7;4,6;1,2;1,8;0,1
2;22.06.2022;3,2;14,3;6,3;1,7;4,6;1,2;1,8;0
2;23.06.2022;3,2;14,3;6,4;1,7;4,6;1,2;1,8;0,1
2;24.06.2022;3,2;14,3;6,4;1,7;4,6;1,2;1,8;0
2;25.06.2022;3,2;14,3;6,4;1,7;4,6;1,2;1,8;0
2;26.06.2022;3,2;14,2;6,2;1,8;4,5;1,2;1,8;0
2;27.06.2022;3,1;14,3;6,3;1,7;4,6;1,2;1,7;0
2;28.06.2022;3,2;14,3;6,3;1,7;4,6;1,2;1,8;0
2;29.06.2022;3,1;14,3;6,3;1,7;4,6;1,2;1,7;0
2;30.06.2022;3,2;14,3;6,3;1,7;4,6;1,2;1,8;0
2;1.07.2022;3,2;14,3;6,3;1,7;4,6;1,2;1,8;0,1
2;2.07.2022;3,2;14,2;6,4;1,7;4,6;1,2;1,8;0
2;3.07.2022;3,2;14,2;6,4;1,7;4,6;1,2;1,8;0
2;4.07.2022;3,2;14,2;6,4;1,7;4,6;1,2;1,8;0
2;5.07.2022;3,2;14,2;6,4;1,7;4,6;1,2;1,8;0
2;6.07.2022;3,2;14,2;6,4;1,7;4,6;1,2;1,8;0
2;7.07.2022;3,2;14,2;6,4;1,7;4,6;1,2;1,8;0
2;8.07.2022;3,2;14,2;6,4;1,7;4,6;1,2;1,8;0
2;9.07.2022;1,2;14,7;6,3;1,6;3,7;1;0,9;0
2;10.07.2022;1,2;14,7;6,3;1,6;3,7;1;0,9;0
2;11.07.2022;1,8;14;5,6;1,6;4,3;1;1,3;0
2;12.07.2022;1,8;14;5,6;1,6;4,3;1;1,3;0
2;13.07.2022;1,8;14;5,6;1,6;4,3;1;1,3;0
2;14.07.2022;3,2;14,4;6,3;1,8;4,6;1,2;1,8;0
2;15.07.2022;3,2;14,4;6,3;1,8;4,6;1,2;1,8;0,1
2;16.07.2022;3,1;14,5;6,3;1,7;4,5;1,2;1,8;0
2;17.07.2022;3,1;14,5;6,3;1,7;4,5;1,2;1,8;0
2;18.07.2022;3,1;14,5;6,3;1,7;4,6;1,2;1,8;0,1
2;19.07.2022;3,1;14,5;6,3;1,7;4,6;1,2;1,8;0,1
2;20.07.2022;3,1;14,5;6,3;1,7;4,6;1,2;1,8;0
2;21.07.2022;3,1;14,5;6,3;1,7;4,6;1,2;1,7;0
2;22.07.2022;3,1;14,5;6,3;1,7;4,6;1,2;1,8;0
2;24.07.2022;3,1;14,4;6,3;1,8;4,5;1,2;1,8;0,1
2;26.07.2022;3,2;14,5;6,4;1,7;4,7;1,2;1,8;0
2;27.07.2022;3,2;14,5;6,4;1,7;4,7;1,2;1,8;0
2;23.07.2022;3,1;14,5;6,4;1,7;4,6;1,2;1,8;0
2;28.07.2022;3,2;14,5;6,4;1,7;4,6;1,2;1,8;0,1
3;20.01.2022;4,4;13,8;9,7;3;4,2;1,5;2,1;0
3;30.04.2022;4,4;13,9;9,7;3;4,3;1,5;2,2;0,1
3;29.04.2022;4,4;13,9;9,7;3,1;4,3;1,5;2,1;0
3;28.04.2022;4,4;13,9;9,8;3,1;4,3;1,5;2,1;0
3;27.04.2022;4,4;13,9;9,7;3,1;4,3;1,5;2,1;0
3;26.04.2022;4,4;13,9;9,8;3,1;4,3;1,5;2,2;0,1
3;25.04.2022;4,4;13,9;9,8;3,1;4,3;1,5;2,2;0,1
3;7.05.2022;4,4;13,9;9,7;3,1;4,3;1,5;2,1;0
3;9.05.2022;4,4;13,9;9,8;3,1;4,3;1,5;2,1;0
3;10.05.2022;4,4;13,9;9,8;3,1;4,3;1,5;2,1;0
3;18.05.2022;4,4;13,9;9,7;3,1;4,3;1,5;2,1;0
3;24.04.2022;4,4;13,9;9,8;3,1;4,3;1,5;2,1;0,1
3;23.04.2022;4,4;13,9;9,8;3,1;4,3;1,5;2,1;0,1
3;2.05.2022;4,4;13,9;9,7;3,1;4,3;1,5;2,1;0
3;3.05.2022;4,4;13,9;9,7;3,1;4,3;1,5;2,1;0
3;4.05.2022;4,4;13,7;9,8;3,2;4,3;1,6;2,2;0
3;16.05.2022;4,4;13,9;9,7;3,1;4,3;1,5;2,1;0,1
3;17.05.2022;4,4;13,9;9,8;3,1;4,3;1,5;2,1;0
3;13.05.2022;4,4;13,9;9,7;3,1;4,3;1,5;2,1;0
3;14.05.2022;4,4;13,9;9,7;3,1;4,3;1,5;2,1;0
3;15.02.2022;4,4;14;9,7;2,9;4,3;1,5;2,2;0,1
3;16.02.2022;4,4;13,9;9,6;2,9;4,3;1,5;2,2;0
3;19.02.2022;4,4;14;9,7;2,9;4,3;1,5;2,2;0
3;21.02.2022;4,4;13,9;9,7;2,9;4,3;1,5;2,2;0
3;20.02.2022;4,4;13,9;9,7;2,9;4,3;1,5;2,1;0,1
3;22.02.2022;4,4;14;9,6;2,9;4,3;1,5;2,1;0,1
3;24.02.2022;4,4;13,9;9,7;2,9;4,3;1,5;2,2;0,1
3;25.02.2022;4,4;13,9;9,7;2,9;4,3;1,5;2,2;0,1
3;24.05.2022;4,4;13,9;9,8;3,1;4,3;1,5;2,1;0
3;25.05.2022;4,4;13,8;9,7;3;4,3;1,5;2,1;0
3;26.05.2022;4,4;13,9;9,8;3,1;4,3;1,5;2,1;0
3;26.02.2022;4,4;14;9,6;2,9;4,3;1,5;2,2;0
3;27.02.2022;4,4;13,9;9,7;2,9;4,3;1,5;2,1;0,1
3;28.02.2022;4,4;14;9,7;3;4,3;1,5;2,2;0
3;1.03.2022;4,4;13,9;9,7;2,9;4,3;1,5;2,2;0
3;2.03.2022;4,4;14;9,7;2,9;4,3;1,5;2,2;0
3;3.03.2022;4,4;14;9,7;3;4,2;1,5;2,2;0,1
3;5.03.2022;4,4;14;9,7;3;4,2;1,5;2,2;0,1
3;6.03.2022;4,3;13,8;9,6;3;4,2;1,5;2,1;0,1
3;7.03.2022;4,3;13,8;9,6;3;4,2;1,5;2,1;0,1
3;8.03.2022;4,3;13,8;9,6;3;4,2;1,5;2,1;0,1
3;9.03.2022;4,3;13,8;9,6;3;4,2;1,5;2,1;0,1
3;10.03.2022;4,5;13,8;9,8;3,2;4,2;1,8;2,1;0,1
3;11.03.2022;4,5;13,8;9,8;3,2;4,2;1,8;2,1;0,1
3;12.03.2022;4,5;14;9,7;3,1;4,3;1,7;2,1;0,1
3;13.03.2022;4,4;14;9,7;3,1;4,3;1,6;2,1;0,1
3;14.03.2022;4,4;14,1;9,7;3,1;4,3;1,6;2,2;0
3;15.03.2022;4,4;14;9,7;3;4,3;1,6;2,2;0,1
3;16.03.2022;4,4;14;9,7;3;4,3;1,6;2,2;0,1
