ROBO_ID;TEMP_VALUE;REG_DATE;JT1_e;JT2_e;JT3_e;JT4_e;JT5_e;JT6_e;JT7_e;JT8_e;JT1_c;JT2_c;JT3_c;JT4_c;JT5_c;JT6_c;JT7_c;JT8_c;CODE
1;65.08695652;1.03.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;13.9;5.9;2;4.9;1;1.8;0.1;
1;68.08695652;1.04.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.4;14;5.9;2;5;2.1;1.7;0.1;
1;65.82608696;1.06.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.08;0;3.4;22.4;5.8;2.1;4.9;1.1;1.8;0;
1;68.56521739;1.07.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;16.7;6;2;5;1.3;1.7;0.1;
1;59.86956522;10.03.2022;-1.72;41.66;-65.77;28.28;79.08;12.85;220.08;0;3.4;14.1;5.9;2.5;4.9;1.3;1.8;0.1;
1;62.52173913;10.04.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;14;6;2;4.9;1.5;1.8;0.1;
1;63.26086957;10.05.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.4;19.3;5.9;2;5;1.5;1.8;0;
1;67.86956522;10.06.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.06;0;3.4;22.7;5.9;2;5;1.4;1.7;0;
1;65.39130435;10.07.2022;-1.47;40.07;-45.05;49.95;55.12;10.93;199.78;0;1.3;17.3;6.2;1.7;3.7;0.9;0.9;0;E1043
1;65.39130435;10.07.2022;-1.47;40.07;-45.05;49.95;55.12;10.93;199.78;0;1.3;17.3;6.2;1.7;3.7;0.9;0.9;0;E1043
1;58.73913043;11.03.2022;-1.72;41.66;-65.77;28.28;79.08;12.85;220.08;0;3.4;14.1;5.9;2.5;4.9;1.3;1.8;0.1;
1;61.26086957;11.04.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;14.1;5.9;2.1;4.9;1.2;1.7;0.1;
1;63.91304348;11.05.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.4;19.6;5.9;2;5;1.6;1.8;0.1;
1;66.26086957;11.06.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.06;0;3.4;22.7;5.9;2;5;1.1;1.8;0;
1;63.95652174;11.07.2022;-1.79;41.63;-65.79;28.37;79.04;12.87;220.05;0;2;15.8;4.9;1.9;4.5;0.9;1.3;0;E5055
1;63.95652174;11.07.2022;-1.79;41.63;-65.79;28.37;79.04;12.87;220.05;0;2;15.8;4.9;1.9;4.5;0.9;1.3;0;E5055
1;63.95652174;11.07.2022;-1.79;41.63;-65.79;28.37;79.04;12.87;220.05;0;2;15.8;4.9;1.9;4.5;0.9;1.3;0;E5055
1;63.95652174;11.07.2022;-1.79;41.63;-65.79;28.37;79.04;12.87;220.05;0;2;15.8;4.9;1.9;4.5;0.9;1.3;0;E5055
1;58.56521739;12.03.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.07;0;3.3;14.1;5.9;2.3;4.9;1.3;1.8;0;
1;61.7826087;12.04.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;14;5.9;2.1;4.9;1.3;1.7;0.1;
1;64.7826087;12.05.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.4;20.1;5.9;2;5;1.9;1.8;0;
1;64.47826087;12.06.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.06;0;3.4;22.4;5.9;2.1;4.9;1.1;1.7;0;
1;64.7826087;12.07.2022;-1.79;41.63;-65.79;28.37;79.04;12.87;220.05;0;2;15.8;4.9;1.9;4.5;0.9;1.3;0;
1;57.69565217;13.03.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.07;0;3.3;14;5.9;2.2;5;1.2;1.8;0;
1;60.83333333;13.04.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.3;14;5.9;2;4.9;1.2;1.8;0;
1;64.86956522;13.05.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.06;0;3.4;20.7;5.9;2;5;1.7;1.8;0.1;
1;66.30434783;13.06.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.06;0;3.4;22.7;5.9;1.9;5;1.4;1.8;0;
1;65.34782609;13.07.2022;-1.79;41.63;-65.79;28.37;79.04;12.87;220.05;0;2;15.8;4.9;1.9;4.5;0.9;1.3;0;E1043
1;65.34782609;13.07.2022;-1.79;41.63;-65.79;28.37;79.04;12.87;220.05;0;2;15.8;4.9;1.9;4.5;0.9;1.3;0;E1043
1;65.34782609;13.07.2022;-1.79;41.63;-65.79;28.37;79.04;12.87;220.05;0;2;15.8;4.9;1.9;4.5;0.9;1.3;0;E1043
1;65.34782609;13.07.2022;-1.79;41.63;-65.79;28.37;79.04;12.87;220.05;0;2;15.8;4.9;1.9;4.5;0.9;1.3;0;E1043
1;63.73913043;14.03.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.3;14;5.9;2.1;5;1.6;1.8;0;
1;65.65;14.05.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.06;0;3.4;21.6;5.9;2;5;1.8;1.8;0;
1;67.56521739;14.06.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.3;14.3;6;2;4.9;1.5;1.7;0;E1043
1;67.56521739;14.06.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.3;14.3;6;2;4.9;1.5;1.7;0;E1043
1;65.39130435;14.07.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.08;0;3.4;16.7;5.9;2.1;4.9;1.1;1.8;0;E5055
1;65.95652174;15.02.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;13.9;5.9;2;4.9;1;1.8;0;
1;64.34782609;15.03.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.4;14;5.9;2.1;5;1.4;1.8;0;
1;63;15.04.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.4;14;5.9;2;4.9;1.2;1.7;0;
1;66.39130435;15.06.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.07;0;3.4;14.3;6;2;4.9;1.2;1.8;0;E1335
1;66.39130435;15.06.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.07;0;3.4;14.3;6;2;4.9;1.2;1.8;0;E1335
1;65.95652174;15.07.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.4;16.7;5.9;2.1;4.9;1.1;1.8;0;
1;66.08695652;16.02.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.3;13.8;5.9;2;4.9;1;1.7;0;
1;63.69565217;16.03.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.3;14;5.9;2.1;5;1.4;1.8;0;
1;62.95652174;16.04.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.4;14.1;5.9;2;4.9;1.2;1.7;0.1;
1;65.52173913;16.05.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.05;0;3.4;22.6;5.9;2;5;1.8;1.8;0;
1;65.73913043;16.06.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.3;14.4;5.9;2;4.9;1.1;1.8;0;
1;66.52173913;16.07.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.4;16.8;5.9;2;4.9;1.2;1.8;0.1;
1;67.34782609;17.02.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;13.8;5.9;2;4.9;1;1.8;0;
1;65.04347826;17.03.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;13.9;5.9;2.1;5;1.5;1.8;0.1;
1;60.52173913;17.04.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;14;5.9;2;4.9;1.3;1.7;0;
1;65.86956522;17.05.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.05;0;3.4;22.8;5.9;2;5.1;1.6;1.8;0;
1;65.65217391;17.06.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.4;14.4;6;2;4.9;1.1;1.8;0.1;
1;65.2173913;17.07.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.4;16.8;5.9;2;4.9;1.2;1.8;0.1;
1;66.56521739;18.02.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;13.9;6;2;4.9;1;1.8;0;
1;62.17391304;18.03.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.4;14;5.9;2.1;4.9;1.2;1.7;0;
1;60.47826087;18.04.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.3;14.2;5.9;2.1;4.9;1.2;1.8;0;
1;62.7826087;18.05.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.06;0;3.4;22.7;5.9;2;5;1.5;1.8;0.1;
1;66.39130435;18.06.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;14.5;6;2;4.9;1.2;1.7;0.1;
1;66.60869565;18.07.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.4;16.9;6;2;4.9;1.2;1.7;0;
1;66.52173913;19.02.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;13.9;6;2;4.9;1;1.8;0;
1;61.30434783;19.03.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.3;14;5.9;2.1;4.9;1.2;1.8;0.1;
1;61.2173913;19.04.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.3;14.3;5.9;2;4.9;1.2;1.8;0;
1;61.08695652;19.05.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.06;0;3.4;22.7;5.9;2;5;1.5;1.8;0.1;
1;65.08695652;19.06.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.09;0;3.3;14.6;5.9;2.1;4.9;1.1;1.8;0;E5055
1;65.08695652;19.06.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.09;0;3.3;14.6;5.9;2.1;4.9;1.1;1.8;0;E5055
1;65.08695652;19.06.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.09;0;3.3;14.6;5.9;2.1;4.9;1.1;1.8;0;E5055
1;65.08695652;19.06.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.09;0;3.3;14.6;5.9;2.1;4.9;1.1;1.8;0;E5055
1;65.73913043;19.07.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.3;17;6;2;4.9;1.1;1.8;0.1;
1;65.56521739;2.03.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;13.9;5.9;2;4.9;1;1.8;0.1;
1;67;2.04.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.4;14;5.9;2;4.9;1.3;1.8;0.1;
1;61;2.05.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.07;0;3.4;19;5.9;2;4.9;1.1;1.8;0;
1;66.47826087;2.06.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.06;0;3.4;22.8;5.9;2;5;1.4;1.8;0;
1;68.39130435;2.07.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;16.8;6;2;4.9;1.3;1.8;0;
1;61.47826087;20.02.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.04;0;3.3;13.8;6;2;4.9;1;1.8;0;E5055
1;61.47826087;20.02.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.04;0;3.3;13.8;6;2;4.9;1;1.8;0;E5055
1;61.47826087;20.02.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.04;0;3.3;13.8;6;2;4.9;1;1.8;0;E5055
1;61.47826087;20.02.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.04;0;3.3;13.8;6;2;4.9;1;1.8;0;E5055
1;59.56521739;20.03.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.3;14;5.9;2.1;4.9;1.2;1.7;0;
1;62.17391304;20.04.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.4;14.7;5.9;2.1;4.9;1.2;1.7;0.1;
1;60.39130435;20.05.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.09;0;3.4;22.2;5.8;2.3;4.9;1.2;1.8;0;
1;66.17391304;20.06.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.3;14.6;6;2;4.9;1.2;1.8;0;
1;66.43478261;20.07.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.4;17.2;6;2;4.9;1.1;1.8;0;
1;67.43478261;21.02.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.04;0;3.3;13.9;6;2;4.9;1;1.8;0;
1;63.56521739;21.03.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.4;14;5.9;2.1;4.9;1.4;1.8;0;
1;61.39130435;21.04.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.3;15.6;5.9;2;4.9;1.2;1.8;0;
1;61.95652174;21.05.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.07;0;3.4;22.3;5.8;2.2;4.9;1.1;1.8;0.1;
1;65.91304348;21.06.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.4;14.8;6;2;4.9;1.2;1.8;0;
1;66.60869565;21.07.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.4;17.4;6;2;5;1.3;1.7;0;
1;68.30434783;22.02.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;13.9;5.9;2;4.9;1;1.8;0;
1;64.43478261;22.03.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.4;14;5.9;2.1;4.9;1.4;1.8;0;
1;62;22.04.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.4;15.9;5.9;2;4.9;1.2;1.8;0.1;
1;63.04347826;22.05.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.06;0;3.4;22.4;5.9;2;5;1.1;1.7;0;
1;66.86956522;22.06.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;15.1;6;2;5;1.4;1.8;0;
1;67.43478261;22.07.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.4;17.6;6;2;4.9;1.2;1.7;0.1;E1335
1;68.69565217;23.02.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;13.8;5.9;2;4.9;1;1.7;0;
1;65;23.03.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.4;14;5.9;2.1;5;1.5;1.8;0;
1;62.43478261;23.04.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.4;16.1;5.9;2;4.9;1.4;1.8;0;
1;65.56521739;23.05.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.04;0;3.4;22.8;5.9;2;5;1.4;1.8;0;
1;66.82608696;23.06.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.3;15.3;6;2;5;1.3;1.7;0;
1;67.39130435;23.07.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.4;17.7;6;2;5;1.3;1.8;0;
1;67.08695652;24.02.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.04;0;3.3;13.9;5.9;2;4.9;1;1.8;0;
1;65.08695652;24.03.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;14;5.9;2.1;4.9;1.4;1.7;0;
1;62.43478261;24.04.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.4;16.1;5.9;2;4.9;1.4;1.8;0;
1;66;24.05.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.05;0;3.4;22.8;5.9;2;5;1.5;1.8;0.1;
1;65.73913043;24.06.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;15.5;6;2;4.9;1.1;1.7;0.1;
1;66.5;24.07.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.07;0;3.4;17.5;5.9;2.1;4.9;1.1;1.8;0;
1;65.65217391;25.02.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;13.9;5.9;2;4.9;1;1.8;0.1;
1;65.47826087;25.03.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;13.9;5.9;2.1;4.9;1.5;1.8;0;
1;64.52173913;25.04.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.3;16.7;5.9;2;4.9;1.3;1.8;0;
1;67.2173913;25.05.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.06;0;3.4;22.8;5.9;2;5;1.6;1.8;0;
1;65.82608696;25.06.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;15.7;5.9;2;4.9;1.2;1.8;0.1;
1;64.60869565;26.02.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.04;0;3.3;13.9;5.9;2;4.9;1;1.8;0.1;
1;65.56521739;26.03.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.3;14;6;2.1;4.9;1.4;1.8;0.1;
1;65.17391304;26.04.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.4;16.7;5.9;2;4.9;1.3;1.8;0;
1;67.52173913;26.05.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.05;0;3.4;22.8;5.9;2;5;1.8;1.7;0;
1;65.39130435;26.06.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.07;0;3.3;15.6;5.9;2.1;4.9;1.1;1.8;0;
1;69.08695652;26.07.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.4;18;6;2;5;1.4;1.7;0;
1;59.2173913;27.02.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.04;0;3.3;13.9;5.9;2;4.9;1;1.7;0;
1;59.26086957;27.03.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.08;0;3.4;14.1;5.9;2.3;4.9;1.2;1.8;0;
1;64.43478261;27.04.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.4;16.8;5.9;2;4.9;1.1;1.8;0.1;
1;67.2173913;27.05.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.05;0;3.4;22.7;5.9;2;5;1.5;1.8;0;
1;66.56521739;27.06.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.3;15.8;5.9;2;4.9;1.1;1.7;0;
1;69.04347826;27.07.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.4;18.1;6;2;5;1.4;1.7;0.1;
1;65.30434783;28.02.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;13.9;5.9;2;4.9;1;1.8;0;
1;65.91304348;28.03.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.4;13.9;5.9;2.1;4.9;1.6;1.8;0;
1;63.56521739;28.04.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;17;5.9;2;4.9;1.1;1.8;0;
1;66.13043478;28.05.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.06;0;3.4;22.8;5.9;2;5;1.6;1.8;0;
1;67.2173913;28.06.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.4;16.1;6;2;4.9;1.2;1.7;0;
1;67.45;28.07.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.4;18.2;6;2;5;1.2;1.7;0;
1;65.08695652;29.03.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.4;14;5.9;2.1;4.9;1.3;1.8;0.1;
1;62.95652174;29.04.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.4;17.5;5.9;2.1;4.9;1.1;1.8;0;
1;63.56521739;29.05.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.05;0;3.4;22.6;5.9;2;5;1.4;1.7;0;
1;67.30434783;29.06.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.3;16.2;6;1.9;4.9;1.2;1.7;0;
1;65.30434783;3.03.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;13.9;5.9;2;4.9;1;1.8;0;
1;62.69565217;3.04.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.08;0;3.4;14;5.9;2.2;4.9;1.2;1.8;0;
1;60.95652174;3.05.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.07;0;3.4;19;5.9;2;4.9;1.1;1.8;0;
1;67.17391304;3.06.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.05;0;3.4;22.8;5.9;2;5;1.4;1.8;0.1;
1;67.26086957;3.07.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;16.8;6;2;4.9;1.3;1.8;0;
1;66.47826087;30.03.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.3;14;6;2.1;4.9;1.5;1.8;0;
1;61.41666667;30.04.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.4;18.7;5.9;2;4.9;1.1;1.8;0;
1;64.82608696;30.05.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.05;0;3.4;22.6;5.9;2;5;1.4;1.7;0;
1;67.65217391;30.06.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.4;16.4;5.9;1.9;5;1.3;1.8;0;
1;65.26086957;31.03.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.04;0;3.3;14;5.9;2.1;4.9;1.3;1.7;0;
1;67.04347826;31.05.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.07;0;3.4;22.2;5.8;2.1;4.9;1.1;1.8;0.1;
1;66.13043478;4.03.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;13.9;6;2;4.9;1;1.8;0;
1;62.39130435;4.04.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.4;14.1;5.9;2.1;4.9;1.2;1.8;0;
1;59.17391304;4.05.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.11;0;3.4;18.8;5.8;2.2;4.9;1.2;1.9;0.1;
1;68.08695652;4.06.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.05;0;3.4;22.9;5.9;2;5;1.5;1.8;0;
1;64.52173913;4.07.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;16.8;6;2;4.9;1.3;1.8;0;E5050
1;64.52173913;4.07.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;16.8;6;2;4.9;1.3;1.8;0;E5050
1;66.08695652;5.03.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.3;13.9;5.9;2;4.9;1;1.8;0;
1;64.65217391;5.04.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;14;5.9;2.1;4.9;1.3;1.8;0.1;
1;61.13043478;5.05.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.06;0;3.4;19;5.9;2;4.9;1.3;1.8;0;
1;66.82608696;5.06.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.08;0;3.4;22.3;5.9;2.1;4.9;1.1;1.8;0;
1;63.60869565;5.07.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;16.8;6;2;4.9;1.3;1.8;0;E5050
1;63.60869565;5.07.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;16.8;6;2;4.9;1.3;1.8;0;E5050
1;60.30434783;6.03.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.3;13.8;5.9;2.1;4.9;1;1.8;0.1;E5055
1;60.30434783;6.03.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.3;13.8;5.9;2.1;4.9;1;1.8;0.1;E1043
1;60.30434783;6.03.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.3;13.8;5.9;2.1;4.9;1;1.8;0.1;E5055
1;60.30434783;6.03.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.3;13.8;5.9;2.1;4.9;1;1.8;0.1;E1043
1;65.33333333;6.04.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.4;14;5.9;2;4.9;1.3;1.8;0;
1;62.13043478;6.05.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.06;0;3.4;19.1;5.9;2;4.9;1.2;1.8;0.1;
1;66.86956522;6.06.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.06;0;3.4;22.8;5.9;2;5;1.4;1.8;0;
1;64.17391304;6.07.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;16.8;6;2;4.9;1.3;1.8;0;
1;58.08695652;7.03.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.3;13.8;5.9;2.1;4.9;1;1.8;0.1;
1;61.45;7.05.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.4;19.1;5.9;2;4.9;1.2;1.8;0.1;
1;66.13043478;7.06.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.06;0;3.4;22.6;5.9;2;5;1.1;1.8;0.1;E1043
1;66.13043478;7.06.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.06;0;3.4;22.6;5.9;2;5;1.1;1.8;0.1;E1043
1;64.34782609;7.07.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;16.8;6;2;4.9;1.3;1.8;0;
1;57.39130435;8.03.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.3;13.8;5.9;2.1;4.9;1;1.8;0.1;
1;63.7826087;8.04.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.4;14.1;5.9;2.1;4.9;1.2;1.8;0;
1;65.91304348;8.06.2022;-1.72;41.66;-65.77;28.27;79.08;12.85;220.06;0;3.4;22.8;5.9;2;5;1.2;1.7;0;
1;64.30434783;8.07.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;16.8;6;2;4.9;1.3;1.8;0;E1043
1;64.30434783;8.07.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;16.8;6;2;4.9;1.3;1.8;0;E1043
1;64.30434783;8.07.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;16.8;6;2;4.9;1.3;1.8;0;E1043
1;64.30434783;8.07.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;16.8;6;2;4.9;1.3;1.8;0;E1043
1;56.73913043;9.03.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.3;13.8;5.9;2.1;4.9;1;1.8;0.1;E5055
1;56.73913043;9.03.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.3;13.8;5.9;2.1;4.9;1;1.8;0.1;E5055
1;56.73913043;9.03.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.3;13.8;5.9;2.1;4.9;1;1.8;0.1;E5055
1;56.73913043;9.03.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.06;0;3.3;13.8;5.9;2.1;4.9;1;1.8;0.1;E5055
1;65.52173913;9.04.2022;-1.72;41.67;-65.77;28.27;79.08;12.85;220.05;0;3.3;14;5.9;2.1;4.9;1.2;1.7;0;
